"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv2512c" 1 2 0 0 1 1 1 0
"Rv2512a" 383 556 52 35 472 477 72 81
"Rv2513" 1283 1170 59 66 1123 768 202 185
"Rv2514c" 149 170 4 11 130 151 7 20
"Rv2515c" 300 274 38 64 360 206 63 81
"Rv2516c" 804 818 333 515 758 618 612 510
"Rv2517c" 135 211 99 153 174 141 114 108
"Rv2518c" 1284 1301 129 129 1654 1174 193 190
"Rv2519" 4091 4925 209 183 4752 3561 475 466
"Rv2520c" 138 101 8 4 127 86 6 14
"Rv2521" 1904 1798 65 46 1948 1349 257 242
"Rv2522c" 1206 1909 16 11 1592 1621 27 33
"Rv2523c" 1089 1511 19 23 1367 1013 18 64
"Rv2524c" 35856 56191 6718 8659 46878 45578 20278 24871
"Rv2525c" 2770 3807 60 44 3188 2213 51 59
"Rv2526" 59 76 7 9 56 41 9 9
"Rv2527" 645 711 74 70 676 493 136 111
"Rv2528c" 46 54 5 2 75 55 3 3
"Rv2529" 96 119 4 2 108 80 3 8
"Rv2530c" 904 1038 12 9 874 729 5 14
"Rv2530A" 148 162 6 5 151 92 5 7
"Rv2531c" 6167 6333 344 206 6427 4622 380 348
"Rv2532c" 590 801 33 44 587 625 60 53
"Rv2533c" 1592 2368 75 97 1987 1745 105 174
"Rv2534c" 2257 2877 139 193 2628 2320 225 214
"Rv2535c" 2495 3566 155 229 2906 2343 228 289
"Rv2536" 1887 2202 162 235 2004 1582 256 274
"Rv2537c" 956 1372 37 27 1042 789 63 47
"Rv2538c" 1220 2423 71 107 1815 1682 114 161
"Rv2539c" 319 826 17 46 541 600 51 59
"Rv2540c" 2195 5720 178 378 3584 4056 258 514
"Rv2541" 11 35 0 0 14 35 0 0
"Rv2542" 413 607 11 16 491 497 15 28
"Rv2543" 66 84 7 0 77 55 4 7
"Rv2544" 84 103 0 2 101 81 0 0
"Rv2545" 64 55 0 3 60 35 0 0
"Rv2546" 14 14 0 0 7 11 0 0
"Rv2547" 102 90 2 1 123 79 5 3
"Rv2548" 188 220 11 9 227 174 24 17
"Rv2548A" 989 1256 302 270 1002 778 425 350
"Rv2549c" 220 217 11 7 217 150 7 15
"Rv2550c" 123 125 3 4 108 87 3 2
"Rv2551c" 629 1258 16 10 742 692 1 9
"Rv2552c" 2207 3604 59 78 2886 2560 33 65
"Rv2553c" 8783 12029 651 470 10381 9255 445 526
"Rv2554c" 1637 3050 167 214 2267 1869 102 183
"Rv2555c" 29531 37714 2445 2259 32774 28973 2454 2719
"Rv2556c" 4268 4912 372 260 4500 3231 305 334
"Rv2557" 1709 2148 1037 803 1910 1532 1086 1343
"Rv2558" 1592 2191 4480 4152 1788 1294 2017 2793
"Rv2559c" 536 690 28 26 657 566 48 31
"Rv2560" 644 653 39 12 763 500 23 33
"Rv2563" 896 956 24 19 996 657 46 39
"Rv2564" 862 980 7 12 1125 751 27 29
"Rv2565" 3813 3990 58 77 4009 3008 174 167
"Rv2566" 1576 2346 13 13 1895 1562 29 46
"Rv2567" 6940 7863 61 48 7067 5746 97 115
"Rv2568c" 392 421 22 15 436 324 31 42
"Rv2569c" 432 449 33 26 490 310 38 42
"Rv2570" 149 152 239 120 167 123 54 69
"Rv2571c" 584 628 18 21 757 415 23 27
"Rv2572c" 2237 2910 99 125 2768 2278 134 163
"Rv2573" 91 143 1 2 111 99 11 6
"Rv2574" 1002 1073 16 9 1107 761 12 24
"Rv2575" 1083 1090 51 28 1148 1011 94 93
"Rv2576c" 6368 6744 344 210 6276 4581 548 609
"Rv2577" 223 231 16 24 243 139 19 25
"Rv2578c" 236 369 21 21 314 251 13 22
"Rv2579" 589 599 38 37 675 502 75 81
"Rv2580c" 4860 6574 286 203 5366 4825 298 289
"Rv2581c" 3204 3573 232 123 3413 2832 216 222
"Rv2582" 926 1073 21 16 1339 965 34 22
"Rv2583c" 8575 9803 1365 925 9873 7561 1054 1222
"Rv2584c" 3142 3969 400 388 3789 2522 319 354
"Rv2585c" 3207 4182 81 80 3902 3462 70 106
"Rv2586c" 8233 9000 158 151 9257 8021 270 300
"Rv2587c" 9902 11865 249 256 11963 10006 395 406
"Rv2588c" 3859 4600 152 113 4542 3609 136 185
"Rv2589" 2923 3900 155 168 3562 3123 288 276
"Rv2590" 18870 24082 9609 13096 20990 17965 13172 13282
"Rv2591" 2206 3259 191 268 2669 2701 112 140
"Rv2592c" 2266 3565 15 13 3073 2706 27 30
"Rv2593c" 708 1194 4 7 1027 743 11 8
"Rv2594c" 2364 3067 17 32 2741 2073 34 30
"Rv2595" 275 279 10 13 360 227 19 17
"Rv2596" 562 532 25 21 529 415 28 21
"Rv2597" 1100 1260 28 38 1194 917 78 72
"Rv2598" 195 260 3 5 180 139 15 4
"Rv2599" 212 245 4 1 226 210 4 9
"Rv2600" 1485 1715 7 12 1667 1261 27 13
"Rv2601A" 353 398 24 15 429 263 43 37
"Rv2601" 805 1499 1 14 957 968 9 11
"Rv2602" 1287 1186 112 78 1138 834 112 126
"Rv2603c" 3057 3471 118 125 3686 2436 193 174
"Rv2604c" 948 1187 11 15 1056 829 25 41
"Rv2605c" 2555 2887 76 65 2745 2504 135 175
"Rv2606c" 3566 3923 116 92 3963 3021 209 304
"Rv2607" 158 159 11 9 155 105 21 19
"Rv2608" 677 1146 35 62 881 954 73 100
"Rv2609c" 2837 4169 29 13 3236 2590 33 49
"Rv2610c" 2181 3100 15 11 2465 2149 38 49
"Rv2611c" 1857 2501 18 22 2183 1861 24 46
"Rv2612c" 903 1204 11 15 994 889 20 27
"Rv2613c" 1044 1207 15 15 1223 976 32 24
"Rv2614c" 5068 5648 71 70 5875 4981 134 139
"Rv2614A" 9 12 2 3 13 7 1 0
"Rv2615c" 413 994 24 24 604 536 9 24
"Rv2616" 204 259 31 22 279 153 21 19
"Rv2617c" 773 758 434 286 769 429 34 37
"Rv2618" 167 238 91 71 206 156 8 13
"Rv2619c" 582 688 117 55 643 504 39 38
"Rv2620c" 227 203 67 57 181 118 12 26
"Rv2621c" 731 1219 264 285 865 610 67 87
"Rv2622" 215 305 29 38 254 165 8 10
"Rv2623" 5671 6461 47848 29045 4973 3882 60354 71943
"Rv2624c" 513 712 9744 9369 509 441 35022 42418
"Rv2625c" 2124 2763 28319 23471 1895 1613 94024 117527
"Rv2626c" 2717 3052 13976 8732 2207 1669 38983 38234
"Rv2627c" 2928 2945 12288 5523 2231 1600 17746 21224
"Rv2628" 508 479 21436 16657 361 245 77444 89191
"Rv2629" 8684 9262 50451 53553 7189 5783 233588 252787
"Rv2630" 1506 1678 10259 11415 1347 1135 36037 43138
"Rv2631" 1966 2269 10222 12420 1722 1477 39643 44118
"Rv2632c" 637 665 159 112 627 478 165 169
"Rv2633c" 563 656 192 142 640 506 197 192
"Rv2634c" 321 456 16 13 473 388 42 59
"Rv2635" 0 0 0 0 0 0 2 2
"Rv2636" 98 109 31 10 130 58 31 24
"Rv2637" 430 554 16 26 501 353 33 32
"Rv2638" 279 297 52 55 305 210 160 146
"Rv2639c" 332 364 153 173 300 211 67 103
"Rv2640c" 238 310 229 365 253 216 167 189
"Rv2641" 541 494 1653 1961 506 354 224 244
"Rv2642" 233 241 290 518 235 172 55 51
"Rv2643" 372 404 573 893 375 266 124 116
"Rv2644c" 93 108 7 8 82 55 13 18
"Rv2645" 110 189 23 20 153 104 38 43
"Rv2646" 238 355 23 42 260 220 48 66
"Rv2647" 184 203 26 37 197 140 38 26
"Rv2650c" 1308 2295 98 236 1621 1595 359 490
"Rv2651c" 1112 1425 489 701 1179 987 1646 1940
"Rv2652c" 173 256 10 6 202 147 10 14
"Rv2653c" 27 38 3 1 26 25 4 1
"Rv2654c" 0 4 0 0 1 5 0 0
"Rv2655c" 42 75 9 28 70 76 15 19
"Rv2656c" 16 6 14 30 11 6 18 16
"Rv2657c" 72 63 33 37 96 58 65 66
"Rv2658c" 83 76 67 46 94 69 47 50
"Rv2659c" 171 135 111 78 190 173 119 115
"Rv2660c" 1 1 1 2 3 2 0 0
"Rv2661c" 157 111 15 9 163 98 14 26
"Rv2662" 20 36 102 129 33 16 62 56
"Rv2663" 50 91 39 47 55 90 53 49
"Rv2664" 292 352 79 85 290 248 118 73
"Rv2665" 1554 1739 182 213 1634 1152 368 415
"Rv2667" 80 103 4 11 115 91 9 18
"Rv2668" 173 204 5 15 185 177 16 14
"Rv2669" 149 160 9 11 152 124 22 20
"Rv2670c" 305 327 6 10 314 257 15 11
"Rv2671" 472 681 13 8 631 485 21 21
"Rv2672" 2061 2650 93 76 2443 2003 114 115
"Rv2673" 885 953 14 21 921 748 26 30
"Rv2674" 1419 1393 104 61 1531 1158 99 107
"Rv2675c" 2801 2967 435 180 2766 2270 325 373
"Rv2676c" 1392 2084 117 114 1702 1378 133 176
"Rv2677c" 1452 2806 95 79 2048 1915 124 249
"Rv2678c" 2804 4407 151 159 3509 3318 287 385
"Rv2679" 1210 1991 20 51 1565 1484 68 65
"Rv2680" 2005 2648 26 75 2328 2026 101 89
"Rv2681" 3235 4254 50 48 3936 3200 96 116
"Rv2682c" 8463 12631 579 632 10184 9770 935 1145
"Rv2683" 628 639 37 21 698 522 40 51
"Rv2684" 2124 2164 51 38 2183 1541 64 53
"Rv2685" 2100 2207 37 35 2017 1482 56 59
"Rv2686c" 589 669 124 101 592 462 85 100
"Rv2687c" 454 449 55 33 390 294 65 67
"Rv2688c" 1051 1332 193 190 1147 1016 241 301
"Rv2689c" 558 814 62 31 684 597 25 38
"Rv2690c" 1451 1495 165 84 1668 1281 82 120
"Rv2691" 1265 1364 49 30 1440 1143 102 113
"Rv2692" 1547 1599 33 33 1743 1108 101 96
"Rv2693c" 1407 1499 467 427 1331 966 228 260
"Rv2694c" 758 876 987 927 931 711 471 476
"Rv2695" 114 159 5 10 120 72 10 8
"Rv2696c" 3143 4169 112 143 3740 2804 156 169
"Rv2697c" 2524 3747 66 143 2792 2974 139 178
"Rv2698" 370 305 36 23 362 250 52 61
"Rv2699c" 369 364 356 254 430 278 188 171
"Rv2700" 1160 1009 90 54 1290 926 152 132
"Rv2701c" 676 1021 13 10 787 678 17 17
"Rv2702" 1188 1264 53 40 1432 971 56 64
"Rv2703" 12207 12168 1535 1887 13554 10476 3218 3166
"Rv2704" 644 674 146 165 633 558 198 212
"Rv2705c" 139 162 99 79 163 140 82 97
"Rv2706c" 8 8 4 0 14 8 5 4
"Rv2707" 3881 4010 586 732 3772 3119 434 448
"Rv2708c" 1613 1677 109 63 1675 1176 163 172
"Rv2709" 1269 1668 269 194 1523 1201 334 325
"Rv2710" 25776 25654 7434 6137 26336 20383 4136 3878
"Rv2711" 6092 6226 1597 1569 6497 4811 1442 1441
"Rv2712c" 297 383 79 73 365 265 75 86
"Rv2713" 1647 1744 110 106 1752 1304 241 244
"Rv2714" 2409 2432 359 277 2640 1994 281 279
"Rv2715" 8353 8757 316 268 9170 7082 364 421
"Rv2716" 1857 2089 50 40 2109 1673 104 96
"Rv2717c" 320 302 39 25 313 240 24 35
"Rv2718c" 1127 1197 157 84 1280 1005 153 140
"Rv2719c" 891 1431 23 48 1253 1017 17 22
"Rv2720" 8427 9556 469 477 9644 6498 786 727
"Rv2721c" 12366 15030 612 689 15424 12530 652 642
"Rv2722" 13 20 0 0 25 10 2 1
"Rv2723" 658 671 39 46 659 544 70 69
"Rv2724c" 3281 3456 123 114 3350 2653 183 144
"Rv2725c" 3953 5087 312 256 4684 4300 225 293
"Rv2726c" 2342 3806 105 165 2965 2687 136 153
"Rv2727c" 642 1019 70 58 857 737 62 85
"Rv2728c" 508 727 67 63 550 534 64 83
"Rv2729c" 1846 2061 205 188 1788 1611 200 270
"Rv2730" 29 22 0 5 47 16 3 4
"Rv2731" 718 1153 153 187 976 795 197 273
"Rv2732c" 1039 1567 64 50 1225 1010 66 94
"Rv2733c" 2018 2697 126 81 2471 2179 171 149
"Rv2734" 469 414 44 28 504 358 17 18
"Rv2735c" 1037 1043 53 24 1115 867 24 28
"Rv2736c" 1378 1813 19 21 1703 1316 33 39
"Rv2737c" 25032 27331 313 193 28436 22971 453 534
"Rv2738c" 296 395 21 10 389 306 12 12
"Rv2739c" 950 2374 4 21 1464 1550 15 31
"Rv2740" 1112 1102 180 135 1059 679 158 147
"Rv2741" 905 1889 99 147 1210 1487 113 190
"Rv2742c" 320 378 62 80 355 289 38 39
"Rv2743c" 1361 2016 257 310 1558 1467 153 199
"Rv2744c" 5145 4721 1421 1265 5960 4132 681 701
"Rv2745c" 2451 2760 745 681 2730 1887 340 364
"Rv2746c" 1447 1451 30 37 1509 1065 87 76
"Rv2747" 383 440 14 10 425 296 21 29
"Rv2748c" 17287 21730 418 348 20223 17335 1585 1986
"Rv2749" 533 634 23 20 647 525 59 51
"Rv2750" 1220 1533 39 50 1333 1158 109 125
"Rv2751" 1813 1711 68 46 1837 1322 122 128
"Rv2752c" 6931 7523 265 196 7598 5751 325 321
"Rv2753c" 5369 6228 881 700 6083 4725 2038 2017
"Rv2754c" 190 268 5 2 259 189 6 14
"Rv2756c" 1959 2107 23 26 2050 1636 39 41
"Rv2757c" 384 358 3 5 407 279 14 10
"Rv2758c" 25 38 1 3 37 29 2 1
"Rv2759c" 184 241 5 1 193 143 5 5
"Rv2760c" 44 95 0 0 62 42 0 3
"Rv2761c" 2024 2287 29 28 2318 1890 64 51
"Rv2762c" 592 872 8 12 730 653 22 24
"Rv2763c" 928 1283 31 42 1111 1077 78 58
"Rv2764c" 2389 2478 208 213 2598 1940 423 377
"Rv2765" 136 147 10 8 138 138 19 9
"Rv2766c" 532 676 26 29 628 479 47 32
"Rv2767c" 80 129 11 6 71 106 7 6
"Rv2768c" 514 809 51 40 626 609 50 59
"Rv2769c" 176 289 22 24 179 191 22 29
"Rv2770c" 1000 1061 104 80 1065 792 155 129
"Rv2771c" 1002 1103 28 15 1036 787 43 64
"Rv2772c" 897 1277 16 17 1020 843 43 52
"Rv2773c" 2031 2263 80 43 2237 1477 166 157
"Rv2774c" 20 16 6 1 11 16 2 5
"Rv2775" 743 705 27 19 754 479 86 49
"Rv2776c" 1312 1566 234 193 1283 976 162 167
"Rv2777c" 3244 3876 535 432 3293 2442 546 509
"Rv2778c" 1696 1780 164 117 1707 1264 198 147
"Rv2779c" 507 539 96 42 481 365 54 52
"Rv2780" 4891 4475 51663 34250 4554 2993 32936 35373
"Rv2781c" 2153 3440 74 81 2771 2138 116 176
"Rv2782c" 6370 9255 71 103 7832 7564 199 295
"Rv2783c" 28025 33824 617 947 32517 28195 2120 2126
"Rv2784c" 980 1189 226 395 922 677 484 418
"Rv2785c" 3022 3082 612 596 3132 2288 1005 774
"Rv2786c" 1556 1671 86 67 1725 1183 87 108
"Rv2787" 392 375 14 29 417 259 28 27
"Rv2788" 798 1017 73 45 817 664 96 116
"Rv2789c" 6298 6919 50 53 7199 5522 103 104
"Rv2790c" 8108 10501 67 61 9888 8811 127 156
"Rv2791c" 9689 13435 116 139 12154 11259 178 209
"Rv2792c" 5024 6418 71 87 5639 5203 120 149
"Rv2793c" 2362 3426 81 109 2893 2542 188 193
"Rv2794c" 1435 1572 28 25 1697 1279 30 35
"Rv2795c" 3106 3655 118 118 3719 2994 153 162
"Rv2796c" 321 452 2 2 405 378 5 7
"Rv2797c" 646 1186 15 26 780 803 32 36
"Rv2798c" 450 580 20 16 563 393 27 23
"Rv2799" 670 973 25 31 791 646 25 50
"Rv2800" 831 1489 65 102 1209 1171 97 125
"Rv2801A" 25 47 7 8 49 51 2 4
"Rv2801c" 208 230 22 19 235 156 15 26
"Rv2802c" 602 966 31 43 755 624 48 70
"Rv2803" 173 233 7 8 219 195 7 8
"Rv2804c" 10 4 1 0 0 1 0 2
"Rv2805" 118 127 4 8 150 76 5 6
"Rv2806" 31 18 3 0 28 20 1 2
"Rv2807" 69 68 5 0 74 45 3 3
"Rv2808" 535 674 12 5 623 562 25 19
"Rv2809" 687 944 19 16 732 668 34 58
"Rv2811" 216 262 1 5 262 174 8 7
"Rv2812" 64 172 0 0 99 122 5 9
"Rv2813" 77 101 0 0 91 80 0 1
"Rv2816c" 77 81 1 0 66 53 2 1
"Rv2817c" 225 201 15 7 192 128 6 4
"Rv2818c" 770 805 24 13 789 570 33 35
"Rv2819c" 759 768 44 26 806 529 50 38
"Rv2820c" 542 491 25 11 509 352 20 16
"Rv2821c" 725 636 32 22 690 488 35 32
"Rv2822c" 135 141 7 3 186 110 8 8
"Rv2823c" 1096 1140 71 44 1113 767 64 46
"Rv2824c" 522 624 36 49 519 445 43 62
"Rv2825c" 703 1293 55 59 849 774 116 160
"Rv2826c" 1014 1227 100 107 1040 842 125 200
"Rv2827c" 1151 1570 175 275 1304 1195 353 352
"Rv2828A" 39 74 0 8 56 26 10 4
"Rv2828c" 117 243 11 20 156 177 23 39
"Rv2829c" 625 786 71 69 690 424 176 208
"Rv2830c" 218 311 21 24 213 179 29 25
"Rv2831" 583 1159 12 31 814 889 50 60
"Rv2832c" 423 636 3 4 499 382 3 12
"Rv2833c" 455 575 3 2 485 432 7 8
"Rv2834c" 355 422 2 3 398 317 3 8
"Rv2835c" 646 753 10 11 688 537 18 9
"Rv2836c" 3812 6762 16 34 4270 4102 59 69
"Rv2837c" 7446 10135 133 133 8160 7958 240 299
"Rv2838c" 4424 7804 56 92 5798 4501 142 143
"Rv2839c" 16611 27949 704 1052 21420 23545 1381 1779
"Rv2840c" 8366 10973 416 511 8721 9046 721 775
"Rv2841c" 5004 5780 376 299 5417 4380 709 791
"Rv2842c" 4203 4048 380 307 4209 3196 494 553
"Rv2843" 378 473 28 15 475 318 37 43
"Rv2844" 753 954 29 24 950 788 53 75
"Rv2845c" 4818 6194 2248 3239 4903 3968 1009 861
"Rv2846c" 41142 45405 16173 16559 40176 30045 10395 9268
"Rv2847c" 1343 2095 107 111 1568 1397 156 174
"Rv2848c" 1952 2980 30 33 2225 2115 61 99
"Rv2849c" 1214 1739 16 19 1436 1259 38 64
"Rv2850c" 3631 5713 112 142 4401 4070 200 280
"Rv2851c" 1460 1692 73 64 1594 1429 100 99
"Rv2852c" 9519 9109 224 203 10106 7990 489 515
"Rv2853" 282 698 15 8 376 500 13 43
"Rv2854" 378 466 21 12 452 360 29 24
"Rv2855" 1090 1076 45 30 1258 919 45 51
"Rv2856" 1626 1712 25 11 1695 1177 48 39
"Rv2857c" 1870 1845 19 14 1918 1331 51 41
"Rv2858c" 2813 3420 24 14 3325 2514 64 74
"Rv2859c" 1255 1601 9 12 1481 1417 21 41
"Rv2860c" 3201 3557 53 51 3351 2666 109 114
"Rv2861c" 5472 5832 131 123 5628 4154 287 270
"Rv2862c" 303 334 46 21 311 228 28 25
"Rv2862A" 0 1 0 0 0 0 0 0
"Rv2863" 4 0 0 0 3 6 0 0
"Rv2864c" 2321 2885 41 19 2964 2463 89 114
"Rv2865" 176 136 23 21 171 120 16 14
"Rv2866" 39 59 6 17 42 42 8 11
"Rv2867c" 9335 10500 1981 1700 9946 6934 1784 2052
"Rv2868c" 9601 11736 745 588 10670 8432 1082 1258
"Rv2869c" 4810 5157 518 414 5128 4088 641 784
"Rv2870c" 1742 2558 273 223 2233 1915 351 465
"Rv2871" 68 46 15 6 52 26 11 6
"Rv2872" 237 190 40 18 213 152 32 37
"Rv2873" 307 265 18 17 296 221 66 32
"Rv2874" 155 178 14 12 138 103 36 38
"Rv2875" 123 134 10 9 125 83 6 15
"Rv2876" 422 471 37 44 463 358 95 88
"Rv2877c" 1170 1506 164 173 1144 835 445 515
"Rv2878c" 2661 3043 200 251 2613 2138 662 602
"Rv2881c" 6336 6386 185 95 6811 4963 297 321
"Rv2882c" 2422 2875 66 49 2812 2483 151 148
"Rv2883c" 4498 5674 101 33 5517 3807 193 213
"Rv2884" 442 496 78 66 451 304 94 90
"Rv2885c" 2334 2633 118 81 2822 2007 42 56
"Rv2886c" 1138 1358 52 50 1175 973 19 32
"Rv2887" 461 418 19 32 475 308 63 49
"Rv2888c" 5448 7362 322 365 6603 5635 625 811
"Rv2889c" 3280 4390 170 209 4112 3059 438 467
"Rv2890c" 3279 4644 345 449 4263 3842 733 774
"Rv2891" 25 37 0 4 30 29 0 3
"Rv2892c" 333 458 72 91 445 393 84 110
"Rv2893" 83 130 12 7 112 97 11 8
"Rv2894c" 1399 2358 27 50 1814 1432 56 63
"Rv2895c" 1180 1638 71 78 1383 1190 137 157
"Rv2896c" 353 622 32 23 467 356 26 35
"Rv2897c" 451 650 5 8 473 512 7 20
"Rv2898c" 581 850 12 3 685 542 10 14
"Rv2899c" 1954 2076 59 35 1964 1417 103 95
"Rv2900c" 9091 10132 437 291 9767 7649 795 873
"Rv2901c" 2592 3252 90 103 2933 2461 217 227
"Rv2902c" 6141 8587 133 178 6950 5843 283 309
"Rv2903c" 13638 14308 581 815 15161 11412 1348 1214
"Rv2904c" 4661 5670 402 475 5233 4149 808 654
"Rv2905" 5988 7033 266 201 6338 4565 334 288
"Rv2906c" 216 308 7 3 232 244 10 14
"Rv2907c" 313 391 3 14 400 332 23 29
"Rv2908c" 230 287 1 2 318 298 8 15
"Rv2909c" 2826 3721 43 59 3675 2959 96 92
"Rv2910c" 70 109 21 14 101 75 12 11
"Rv2911" 697 902 19 23 850 781 32 34
"Rv2912c" 245 274 39 65 313 214 43 52
"Rv2913c" 812 745 84 359 837 600 168 147
"Rv2914c" 1131 1300 34 27 1128 868 44 30
"Rv2915c" 746 884 36 18 949 758 42 27
"Rv2916c" 1827 2821 150 154 2659 2137 172 188
"Rv2917" 243 216 7 10 311 243 3 11
"Rv2918c" 4845 6067 250 167 4884 4073 345 368
"Rv2919c" 1298 1914 104 78 1311 1181 126 138
"Rv2920c" 825 1031 53 67 745 659 119 100
"Rv2921c" 2732 3911 100 107 3170 2287 266 337
"Rv2922A" 51 72 2 2 69 50 3 0
"Rv2922c" 2497 3422 102 113 3120 2562 141 148
"Rv2923c" 283 362 10 8 334 297 8 18
"Rv2924c" 637 763 36 29 729 545 83 93
"Rv2925c" 4034 4591 523 317 4105 3294 774 869
"Rv2926c" 2618 2956 561 346 2641 1941 696 756
"Rv2927c" 7302 7450 473 251 7691 5204 718 738
"Rv2928" 1820 1825 26 25 1876 1735 33 64
"Rv2929" 389 430 4 5 356 302 6 8
"Rv2930" 10835 11371 2948 3748 11876 8948 3654 2887
"Rv2931" 17137 20096 1027 1269 19543 15595 1043 1013
"Rv2932" 10192 11911 91 97 11770 9885 107 151
"Rv2933" 27919 33002 151 163 32529 27794 182 198
"Rv2934" 15051 21012 104 120 18273 17686 116 163
"Rv2935" 19231 20496 491 642 21522 16291 1387 1342
"Rv2936" 8186 8257 98 95 8759 6554 153 205
"Rv2937" 2766 2580 22 16 2771 1992 60 72
"Rv2938" 2586 2624 24 16 2560 1917 48 39
"Rv2939" 5050 4943 39 35 5145 4018 65 83
"Rv2940c" 60804 75937 2544 3559 73778 64489 6290 6407
"Rv2941" 19548 18922 1081 711 19121 14256 1802 1541
"Rv2942" 30806 40538 515 418 33802 28974 1048 1220
"Rv2943" 725 1259 7 22 852 723 24 23
"Rv2943A" 16 21 1 3 22 12 1 1
"Rv2944" 244 270 7 5 210 216 22 15
"Rv2945c" 3750 3975 18 20 3896 3281 35 40
"Rv2946c" 36224 60909 142 175 42890 45918 313 467
"Rv2947c" 9650 13178 44 48 11357 10128 79 145
"Rv2948c" 21914 22736 268 193 22401 17115 452 498
"Rv2949c" 8445 9467 197 155 9122 7433 293 285
"Rv2950c" 21978 26265 1027 929 24498 19404 2076 1769
"Rv2951c" 6413 6354 61 60 6749 4929 154 144
"Rv2952" 2908 3030 28 32 3322 2394 71 91
"Rv2953" 3656 3966 43 29 4058 2814 120 103
"Rv2954c" 3750 3988 171 145 4000 2943 298 277
"Rv2955c" 1258 1719 19 31 1415 1179 75 56
"Rv2956" 1901 1899 74 61 1973 1442 135 118
"Rv2957" 1780 1797 39 42 1881 1374 96 76
"Rv2958c" 680 647 32 36 707 580 30 35
"Rv2959c" 1337 1376 36 42 1728 1224 98 77
"Rv2960c" 248 291 7 6 288 261 6 20
"Rv2961" 16 27 8 12 34 15 7 7
"Rv2962c" 494 619 206 402 546 503 183 165
"Rv2963" 618 626 578 573 593 459 52 41
"Rv2964" 444 408 88 67 458 309 50 47
"Rv2965c" 735 836 9 8 854 625 31 17
"Rv2966c" 517 924 6 5 670 573 19 10
"Rv2967c" 5126 6727 130 125 6136 5502 201 257
"Rv2968c" 1518 1518 67 39 1505 1211 83 105
"Rv2969c" 6252 6387 265 167 7151 5052 420 343
"Rv2970A" 643 650 70 45 664 429 90 68
"Rv2970c" 4059 4722 127 113 4797 3671 245 294
"Rv2971" 3458 3561 132 98 3750 2941 226 183
"Rv2972c" 454 417 5 7 414 290 8 10
"Rv2973c" 1685 1926 15 17 1889 1592 22 36
"Rv2974c" 733 1363 16 26 1045 975 24 30
"Rv2975a" 1058 1059 104 82 1149 881 163 146
"Rv2975c" 184 224 11 7 222 193 6 12
"Rv2976c" 1345 1765 89 53 1603 1183 36 69
"Rv2977c" 1422 2779 62 62 1945 2005 30 74
"Rv2978c" 3594 4068 241 193 4247 3625 171 148
"Rv2979c" 1669 1909 146 110 1968 1446 64 59
"Rv2980" 175 304 13 13 280 244 30 39
"Rv2981c" 2948 4120 42 78 3684 3343 78 115
"Rv2982c" 2220 2727 46 32 2517 2048 95 110
"Rv2983" 329 446 5 6 343 261 9 6
"Rv2984" 4645 4788 173 123 5059 3651 325 299
"Rv2985" 766 828 26 13 768 593 38 35
"Rv2986c" 29948 31716 140 164 39457 29215 428 481
"Rv2987c" 4988 5705 33 49 5902 4777 71 68
"Rv2988c" 10034 15436 66 126 12228 10583 223 241
"Rv2989" 3630 5750 21 45 4335 3713 92 114
"Rv2990c" 2616 2956 91 76 4523 3301 701 683
"Rv2991" 535 692 26 34 606 397 37 35
"Rv2992c" 4255 4982 34 30 4899 3445 91 78
"Rv2993c" 2917 2793 39 28 2968 2195 88 73
"Rv2994" 2122 2733 52 48 2502 2135 68 105
"Rv2995c" 3175 3931 352 129 3492 3099 372 423
"Rv2996c" 3575 5567 219 135 4567 4417 435 569
"Rv2997" 321 471 7 8 419 316 16 25
"Rv2998" 196 230 5 3 193 177 12 5
"Rv2999" 403 420 5 5 463 357 7 10
"Rv3000" 83 110 0 2 93 64 5 1
"Rv3001c" 7173 7213 275 232 7833 5899 358 352
"Rv3002c" 1581 1978 56 60 1921 1574 103 122
"Rv3003c" 5532 7236 281 342 6468 5834 616 666
"Rv3004" 458 610 39 18 431 352 55 62
"Rv3005c" 7714 8559 384 219 8200 5723 572 563
"Rv3006" 6323 6839 266 243 6883 5296 392 405
"Rv3007c" 307 282 190 113 287 224 70 72
"Rv3008" 729 686 86 54 711 503 139 128
"Rv3009c" 5039 5154 316 226 4839 3661 399 421
"Rv3010c" 3497 3732 549 332 3446 2751 420 455
"Rv3011c" 867 1376 3 9 1107 1079 31 38
"Rv3012c" 134 139 5 6 143 146 10 6
"Rv3013" 176 281 2 14 184 164 17 25
"Rv3014c" 1447 2033 29 37 1887 1560 50 66
"Rv3015c" 517 795 11 4 640 484 25 24
"Rv3016" 518 529 156 95 521 376 106 135
"Rv3017c" 138 178 5 1 134 113 1 7
"Rv3018c" 106 160 0 1 139 125 9 4
"Rv3019c" 122 128 3 3 129 97 5 7
"Rv3020c" 64 97 2 2 74 70 1 4
"Rv3022A" 11 36 3 3 18 21 1 0
"Rv3023c" 6 10 0 0 8 23 5 1
"Rv3024c" 1926 2507 86 70 2258 1732 127 154
"Rv3025c" 3940 4867 167 205 4489 3572 321 343
"Rv3026c" 213 314 5 4 221 195 4 14
